Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
DDD,3D Systems Corporation,7.25,900029028.8,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ddd
MMM,3M Company,169.21,97604029976,n/a,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mmm
WBAI,500.com Limited,2.8888,124222701.4,n/a,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/wbai
EGHT,8x8 Inc,18.85,2004159106,n/a,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/eght
AHC,A.H. Belo Corporation,1.51,32329738.73,n/a,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/ahc
AOS,A.O Smith Corporation,54.82,8851662932,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/aos
ATEN,"A10 Networks, Inc.",7.62,584518503.3,n/a,2014,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/aten
AIR,AAR Corp.,24.04,848631736.8,n/a,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/air
AAN,"Aarons Holdings Company, Inc.",59.86,4019033862,n/a,n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/aan
ABB,ABB Ltd,27.03,55649068103,n/a,n/a,Consumer Durables,Electrical Products,https://old.nasdaq.com/symbol/abb
ABT,Abbott Laboratories,112.65,2.00E+11,n/a,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abt
ABBV,AbbVie Inc.,98.15,1.73E+11,n/a,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abbv
ANF,Abercrombie & Fitch Company,18.07,1127083272,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/anf
AGD,Aberdeen Global Dynamic Dividend Fund,9.54,119723012.3,n/a,2006,n/a,n/a,https://old.nasdaq.com/symbol/agd
,,,,,,,,
,,,,,,,,
AWP,Aberdeen Global Premier Properties Fund,5.02,428747914,n/a,2007,n/a,n/a,https://old.nasdaq.com/symbol/awp
ACP,Aberdeen Income Credit Strategies Fund,9.93,173100713.3,n/a,2011,n/a,n/a,https://old.nasdaq.com/symbol/acp
JEQ,"Aberdeen Japan Equity Fund, Inc. ",8.76,117458775.4,n/a,1992,n/a,n/a,https://old.nasdaq.com/symbol/jeq
ASGI,Aberdeen Standard Global Infrastructure Income Fund,17.11,0,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/asgi
,,,,,,,,
AOD,Aberdeen Total Dynamic Dividend Fund,8.21,865588501.8,n/a,2007,n/a,n/a,https://old.nasdaq.com/symbol/aod
ABM,ABM Industries Incorporated,39,2600797017,n/a,n/a,Finance,Diversified Commercial Services,https://old.nasdaq.com/symbol/abm
AKR,Acadia Realty Trust,13.23,1141327003,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/akr
ACEL,"Accel Entertainment, Inc.",11,1063525210,n/a,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/acel
ACN,Accenture plc,242.75,1.54E+11,n/a,2001,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/acn
ACCO,Acco Brands Corporation,6.73,635963713,n/a,n/a,Consumer Durables,Publishing,https://old.nasdaq.com/symbol/acco
ATV,"Acorn International, Inc.",20.51,52935489.6,n/a,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/atv
AYI,"Acuity Brands, Inc. ",102.59,3839103796,n/a,n/a,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/ayi
GOLF,Acushnet Holdings Corp.,37.54,2789015793,n/a,2016,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/golf
ADX,"Adams Diversified Equity Fund, Inc.",17.09,1857398827,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/adx
PEO,"Adams Natural Resources Fund, Inc.",10.68,318033109.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/peo
ADCT,ADC Therapeutics SA,34.67,2659738589,n/a,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adct
AGRO,Adecoagro S.A.,5.06,596226605.7,n/a,2011,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/agro
ADNT,Adient plc,27.3,2563043601,n/a,2016,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/adnt
ADT,ADT Inc.,7.56,6240464189,n/a,2018,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/adt
ATGE,Adtalem Global Education Inc.,27.94,1455433241,n/a,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/atge
AAP,Advance Auto Parts Inc,156.52,10821599185,n/a,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/aap
WMS,"Advanced Drainage Systems, Inc.",65.54,4619047768,n/a,2014,Capital Goods,Containers/Packaging,https://old.nasdaq.com/symbol/wms
ASIX,AdvanSix Inc.,16.79,470628250.1,n/a,2016,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/asix
AVK,Advent Convertible and Income Fund,14.85,512699546.7,n/a,2003,n/a,n/a,https://old.nasdaq.com/symbol/avk
IMPX.U,AEA-Bridges Impact Corp.,n/a,0,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/impx.u
ACM,AECOM,47.37,7597615040,n/a,2007,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/acm
AEFC,Aegon Funding Company LLC,26.55,0,n/a,2019,Finance,Life Insurance,https://old.nasdaq.com/symbol/aefc
AEB,Aegon NV,25.04,0,n/a,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/aeb
AEG,Aegon NV,3.31,6714399131,n/a,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/aeg
AER,Aercap Holdings N.V.,35.05,4545031044,n/a,2006,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/aer
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",35.4,2704560000,n/a,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/ajrd
AMG,"Affiliated Managers Group, Inc.",85.08,3859318900,n/a,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/amg
MGR,"Affiliated Managers Group, Inc.",27.61,0,n/a,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/mgr
MGRB,"Affiliated Managers Group, Inc.",26.06,0,n/a,2020,Finance,Investment Managers,https://old.nasdaq.com/symbol/mgrb
AFL,Aflac Incorporated,40.88,28715961616,n/a,n/a,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/afl
MITT,"AG Mortgage Investment Trust, Inc.",2.76,112392253.6,n/a,2011,n/a,n/a,https://old.nasdaq.com/symbol/mitt
MITT^A,"AG Mortgage Investment Trust, Inc.",20.14,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^a
MITT^B,"AG Mortgage Investment Trust, Inc.",19.51,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^b
MITT^C,"AG Mortgage Investment Trust, Inc.",19.535,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^c
AGCO,AGCO Corporation,88.22,6607364466,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/agco
A,"Agilent Technologies, Inc.",109.41,33732157165,n/a,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/a
AEM,Agnico Eagle Mines Limited,73.03,17698848178,n/a,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/aem
ADC,Agree Realty Corporation,66.54,3684354734,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/adc
AL,Air Lease Corporation,34.64,3941301304,n/a,2011,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/al
AL^A,Air Lease Corporation,24.94,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/al^a
APD,"Air Products and Chemicals, Inc.",280.84,62035976556,n/a,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/apd
AJAX.U,Ajax I,n/a,0,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ajax.u
ALP^Q,Alabama Power Company,28.095,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alp^q
ALG,"Alamo Group, Inc.",137.28,1630796482,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/alg
AGI,Alamos Gold Inc.,8.87,3483228333,n/a,2015,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/agi
ALK,"Alaska Air Group, Inc.",44.34,5483251917,n/a,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/alk
AIN,Albany International Corporation,63.43,2048789000,n/a,n/a,Basic Industries,Textiles,https://old.nasdaq.com/symbol/ain
ALB,Albemarle Corporation,118.57,12622629374,n/a,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/alb
ACI,"Albertsons Companies, Inc.",14.98,7080339169,n/a,2020,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/aci
AA,Alcoa Corporation,15.89,2954421122,n/a,2016,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/aa
ALC,Alcon Inc.,64.9,31742590000,n/a,2019,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/alc
ALEX,"Alexander & Baldwin, Inc.",15.89,1149710574,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alex
ALX,"Alexander&#39;s, Inc.",266.03,1358692359,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alx
ARE,"Alexandria Real Estate Equities, Inc.",162.75,21962076922,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/are
AQN,Algonquin Power & Utilities Corp.,16.38,9701419586,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqn
AQNA,Algonquin Power & Utilities Corp.,27.51,0,n/a,2018,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqna
AQNB,Algonquin Power & Utilities Corp.,28.29,0,n/a,2019,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqnb
BABA,Alibaba Group Holding Limited,265.65,7.19E+11,n/a,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/baba
Y,Alleghany Corporation,619.25,8750249581,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/y
ATI,Allegheny Technologies Incorporated,11.88,1506579355,n/a,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ati
ALLE,Allegion plc,112.36,10341503725,n/a,2013,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/alle
ALE,"Allete, Inc.",58.3,3030135796,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ale
ADS,Alliance Data Systems Corporation,64.38,3072328454,n/a,2001,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ads
AFB,Alliance National Municipal Income Fund Inc,13.87,398692262.3,n/a,2002,n/a,n/a,https://old.nasdaq.com/symbol/afb
AWF,Alliance World Dollar Government Fund II,10.82,933005105.1,n/a,1993,n/a,n/a,https://old.nasdaq.com/symbol/awf
AB,AllianceBernstein Holding L.P.,31.68,3046810314,n/a,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ab
AIO,AllianzGI Artificial Intelligence & Tech Opp Fd,22.87,784970097.5,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/aio
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,9.26,169073858.2,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/cbh
NCV,AllianzGI Convertible & Income Fund,4.91,443734223.8,n/a,2003,n/a,n/a,https://old.nasdaq.com/symbol/ncv
NCV^A,AllianzGI Convertible & Income Fund,26.647,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ncv^a
NCZ,AllianzGI Convertible & Income Fund II,4.32,328820035.7,n/a,2003,n/a,n/a,https://old.nasdaq.com/symbol/ncz
NCZ^A,AllianzGI Convertible & Income Fund II,26.2666,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ncz^a
ACV,AllianzGI Diversified Income & Convertible Fund,27.98,289702681.6,n/a,2015,n/a,n/a,https://old.nasdaq.com/symbol/acv
NFJ,"AllianzGI Dividend, Interest & Premium Strategy Fu",12.41,1176487620,n/a,2005,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/nfj
NIE,AllianzGI Equity & Convertible Income Fund,25.8,714891297,n/a,2007,n/a,n/a,https://old.nasdaq.com/symbol/nie
ALSN,"Allison Transmission Holdings, Inc.",40.15,4523732700,n/a,2012,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alsn
ALL,Allstate Corporation (The),94.37,28694899614,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/all
ALL^B,Allstate Corporation (The),26.3702,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^b
ALL^G,Allstate Corporation (The),28.07,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^g
ALL^H,Allstate Corporation (The),27.61,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^h
ALL^I,Allstate Corporation (The),26.82,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^i
ALLY,Ally Financial Inc.,28.77,10755873485,n/a,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/ally
ALLY^A,Ally Financial Inc.,26.29,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ally^a
PINE,"Alpine Income Property Trust, Inc.",15.32,114268126.6,n/a,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pine
ALTG,Alta Equipment Group Inc.,8.83,265063372.7,n/a,2019,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/altg
ALTG.WS,Alta Equipment Group Inc.,n/a,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/altg.ws
ALIN^A,Altera Infrastructure L.P.,19.33,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alin^a
ALIN^B,Altera Infrastructure L.P.,20.19,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alin^b
ALIN^E,Altera Infrastructure L.P.,20.1604,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alin^e
AYX,"Alteryx, Inc.",115.16,7667727876,n/a,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ayx
ATUS,"Altice USA, Inc.",29.96,16729962312,n/a,2017,Consumer Services,Television Services,https://old.nasdaq.com/symbol/atus
ATAC.U,Altimar Acquisition Corporation,n/a,0,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/atac.u
MO,Altria Group,39.76,73890746000,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/mo
ACH,Aluminum Corporation of China Limited,6.78,4616548904,n/a,2001,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/ach
ALUS,Alussa Energy Acquisition Corp.,9.89,355421875,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/alus
ALUS.U,Alussa Energy Acquisition Corp.,n/a,0,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/alus.u
ALUS.WS,Alussa Energy Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alus.ws
AMBC,"Ambac Financial Group, Inc.",13.69,627127112.9,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc
AMBC.WS,"Ambac Financial Group, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ambc.ws
ABEV,Ambev S.A.,2.79,43896270981,n/a,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/abev
AMC,"AMC Entertainment Holdings, Inc.",3.13,430043088.5,n/a,2013,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/amc
AMCR,Amcor plc,11.93,18711984522,n/a,2019,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/amcr
AEE,Ameren Corporation,82.37,20362438778,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/aee
AMRC,"Ameresco, Inc.",44.27,2119031140,n/a,2010,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/amrc
AMOV,"America Movil, S.A.B. de C.V.",13.68,45419480070,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov
AMX,"America Movil, S.A.B. de C.V.",13.8,45817896562,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amx
AAT,"American Assets Trust, Inc.",25.86,1558916544,n/a,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aat
AXL,"American Axle & Manufacturing Holdings, Inc.",7.69,871069293.1,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/axl
ACC,American Campus Communities Inc,41.03,5647044694,n/a,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/acc
AEO,"American Eagle Outfitters, Inc.",15.36,2551510779,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/aeo
AEL,American Equity Investment Life Holding Company,26.19,2409926094,n/a,2003,Finance,Life Insurance,https://old.nasdaq.com/symbol/ael
AEL^A,American Equity Investment Life Holding Company,26.3001,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ael^a
AEL^B,American Equity Investment Life Holding Company,27.38,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ael^b
AXP,American Express Company,111.12,89474040795,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/axp
AFG,"American Financial Group, Inc.",86.77,7535472969,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afg
AFGB,"American Financial Group, Inc.",27.71,0,n/a,2019,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgb
AFGC,"American Financial Group, Inc.",27.28,27227076.8,n/a,2019,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgc
AFGD,"American Financial Group, Inc.",27.6,0,n/a,2020,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgd
AFGE,"American Financial Group, Inc.",27.21,0,n/a,2020,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afge
AFGH,"American Financial Group, Inc.",25.365,0,n/a,2015,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgh
AMH,American Homes 4 Rent,29.93,9465755840,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amh
AMH^D,American Homes 4 Rent,25.97,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^d
AMH^E,American Homes 4 Rent,25.7434,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^e
AMH^F,American Homes 4 Rent,26.06,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^f
AMH^G,American Homes 4 Rent,26.42,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^g
AMH^H,American Homes 4 Rent,27.14,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^h
AIG,"American International Group, Inc.",37.35,32177986165,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aig
AIG.WS,"American International Group, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aig.ws
AIG^A,"American International Group, Inc.",28.02,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aig^a
ARL,"American Realty Investors, Inc.",9.73,155651549.5,n/a,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/arl
ARA,"American Renal Associates Holdings, Inc",11.49,396625182.9,n/a,2016,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/ara
AWR,American States Water Company,79.1,2917924725,n/a,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awr
AMT,American Tower Corporation (REIT),238.45,1.06E+11,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amt
AVD,American Vanguard Corporation,14.28,430958104.9,n/a,n/a,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/avd
AWK,American Water Works,164.37,29795677818,n/a,2008,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awk
AMWL,American Well Corporation,27.01,6209359664,n/a,2020,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/amwl
COLD,Americold Realty Trust,35.79,7331936394,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cold
AMP,"AMERIPRISE FINANCIAL SERVICES, LLC",181.3,21502180000,n/a,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/amp
ABC,AmerisourceBergen Corporation (Holding Co),107.33,21910538857,n/a,n/a,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/abc
AMN,AMN Healthcare Services Inc,61.51,2892866476,n/a,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/amn
AMRX,"Amneal Pharmaceuticals, Inc.",4.16,614134310.4,n/a,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrx
AP,Ampco-Pittsburgh Corporation,4.05,74150170.2,n/a,n/a,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/ap
APH,Amphenol Corporation,124.28,37178952454,n/a,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/aph
AXR,AMREP Corporation,6.395,47671150.2,n/a,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/axr
HKIB,AMTD International Inc.,6.7,1645596909,n/a,2019,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/hkib
AME,"AMTEK, Inc.",116.76,26862372587,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ame
PLAN,"Anaplan, Inc.",61.47,8591754228,n/a,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/plan
DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust,17.72,0,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/dyfn
FINS,Angel Oak Financial Strategies Income Term Trust,16.86,256760906.3,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/fins
AU,AngloGold Ashanti Limited,23.63,9830056984,n/a,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/au
BUD,Anheuser-Busch Inbev SA,66.99,1.32E+11,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/bud
NLY,Annaly Capital Management Inc,7.4,10346889642,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nly
NLY^D,Annaly Capital Management Inc,25.57,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nly^d
NLY^F,Annaly Capital Management Inc,23,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nly^f
NLY^G,Annaly Capital Management Inc,21.76,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nly^g
NLY^I,Annaly Capital Management Inc,22.92,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nly^i
AM,Antero Midstream Corporation,6.43,3064788783,n/a,2017,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/am
AR,Antero Resources Corporation,3.79,1018266672,n/a,2013,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ar
ANTM,"Anthem, Inc.",323.37,80423512725,n/a,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/antm
ANH,Anworth Mortgage Asset  Corporation,1.79,177631731.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/anh
ANH^A,Anworth Mortgage Asset  Corporation,23.45,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/anh^a
ANH^B,Anworth Mortgage Asset  Corporation,18.11,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/anh^b
ANH^C,Anworth Mortgage Asset  Corporation,21.515,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/anh^c
AON,Aon plc,201.42,46047904814,n/a,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/aon
AIV,Apartment Investment and Management Company,30.45,4532968086,n/a,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiv
APG,APi Group Corporation,15.65,2649454919,n/a,2020,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/apg
ARI,Apollo Commercial Real Estate Finance,10.3,1445056669,n/a,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ari
APO,"Apollo Global Management, Inc",42.87,9809334332,n/a,2011,Finance,Investment Managers,https://old.nasdaq.com/symbol/apo
APO^A,"Apollo Global Management, Inc",26.36,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/apo^a
APO^B,"Apollo Global Management, Inc",26.95,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/apo^b
AFT,Apollo Senior Floating Rate Fund Inc.,13.3,207121711.3,n/a,2011,n/a,n/a,https://old.nasdaq.com/symbol/aft
APSG.U,Apollo Strategic Growth Capital,n/a,0,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/apsg.u
AIF,Apollo Tactical Income Fund Inc.,13.16,190346582.2,n/a,2013,n/a,n/a,https://old.nasdaq.com/symbol/aif
APLE,"Apple Hospitality REIT, Inc.",12.04,2688122724,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aple
AIT,"Applied Industrial Technologies, Inc.",71.65,2777153570,n/a,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/ait
ATR,"AptarGroup, Inc.",125.27,8107787324,n/a,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/atr
APTV,Aptiv PLC,111.03,29980917275,n/a,2011,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/aptv
APTV^A,Aptiv PLC,134.07,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aptv^a
ARMK,Aramark,34.94,8838967988,n/a,2013,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/armk
ABR,Arbor Realty Trust,13.34,1549188567,n/a,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/abr
ABR^A,Arbor Realty Trust,26,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/abr^a
ABR^B,Arbor Realty Trust,25.79,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/abr^b
ABR^C,Arbor Realty Trust,26.12,0,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/abr^c
ARC,"ARC Document Solutions, Inc.",1.33,58337812.61,n/a,2004,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/arc
MT,ArcelorMittal,15.56,16454287956,n/a,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mt
MTCN,ArcelorMittal,38.8,0,n/a,2020,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mtcn
