Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
LUMN,"CenturyLink, Inc. d/b/a Lumen Technologies, Inc. ",9.67,10609258994.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/lumn
CDAY,Ceridian HCM Holding Inc.,97.0,14336891291.0,,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cday
CF,"CF Industries Holdings, Inc.",30.55,6535139757.0,,2005.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/cf
GIB,CGI Inc.,71.09,18434733777.0,,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/gib
CHX,ChampionX Corporation,10.22,2042296643.0,,2018.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/chx
ECOM          ,ChannelAdvisor Corporation,14.22,412382133.0,,2013.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ecom
CHRA,"Charah Solutions, Inc.",2.77,83060563.51,,2018.0,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/chra
CRL,"Charles River Laboratories International, Inc.",235.66,11722347243.0,,2000.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/crl
CLDT,Chatham Lodging Trust (REIT),9.24,434025013.0,,2010.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cldt
CMCM,Cheetah Mobile Inc.,2.03,283808240.5,,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cmcm
CHGG,"Chegg, Inc.",69.68,8975542676.0,,2013.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/chgg
CHE,Chemed Corp.,487.31,7773482379.0,,,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/che
CC,Chemours Company (The),22.47,3696221368.0,,2015.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cc
CHMI,Cherry Hill Mortgage Investment Corporation,8.51,145324061.6,,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/chmi
CPK,Chesapeake Utilities Corporation,108.97,1902714927.0,,,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/cpk
CVX,Chevron Corporation,82.46,159000000000.0,,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/cvx
CHWY,"Chewy, Inc.",63.96,26383169455.0,,2019.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/chwy
CHS,"Chico&#39;s FAS, Inc.",1.37,164251677.0,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/chs
CIM,Chimera Investment Corporation,9.8,2290560164.0,,2007.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cim
DL,China Distance Education Holdings Limited,8.6,290938928.8,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/dl
CEA,China Eastern Airlines Corporation Ltd.,23.04,7547677839.0,,1997.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/cea
CGA,"China Green Agriculture, Inc.",2.6601,16891978.15,,,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/cga
LFC,China Life Insurance Company Limited,11.78,66591656760.0,,2003.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/lfc
CHL,China Mobile (Hong Kong) Ltd.,34.47,141000000000.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/chl
COE,China Online Education Group,25.41,543962288.1,,2016.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/coe
SNP,China Petroleum & Chemical Corporation,46.7,56540254883.0,,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/snp
ZNH,China Southern Airlines Company Limited,31.02,9510299178.0,,1997.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/znh
CHA,China Telecom Corp Ltd,36.3,29378316000.0,,2002.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cha
CHU,China Unicom (Hong Kong) Ltd,7.14,21846972000.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/chu
CYD,China Yuchai International Limited,17.81,727686162.7,,1994.0,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cyd
CMG,"Chipotle Mexican Grill, Inc.",1303.93,36484416472.0,,2006.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cmg
CHH,"Choice Hotels International, Inc.",99.49,5517524578.0,,,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/chh
CB,Chubb Limited,149.03,67267748298.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cb
CHT,"Chunghwa Telecom Co., Ltd.",38.55,29904958185.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cht
CHD,"Church & Dwight Company, Inc.",87.41,21717047454.0,,,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/chd
CCX,Churchill Capital Corp II,10.04,865950000.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/ccx
CCIV,Churchill Capital Corp IV,9.68,2003760000.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/cciv
CIEN,Ciena Corporation,42.9,6620308566.0,,1997.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cien
CI,Cigna Corporation,221.11,79879808281.0,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/ci
XEC,Cimarex Energy Co,32.3,3293414945.0,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/xec
CBB,Cincinnati Bell Inc,15.25,772879226.3,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cbb
CNK,Cinemark Holdings Inc,13.17,1556146563.0,,2007.0,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/cnk
CINR,Ciner Resources LP,12.0,237208020.0,,2013.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/cinr
CIR,"CIRCOR International, Inc.",33.92,678335450.2,,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/cir
CIT,CIT Group Inc (DEL),33.15,3266152713.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cit
CCAC,CITIC Capital Acquisition Corp.,9.78,337410000.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/ccac
BLW,Citigroup Inc.,15.2,543233757.6,,2003.0,Finance,Major Banks,https://old.nasdaq.com/symbol/blw
C,Citigroup Inc.,48.93,102000000000.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/c
C^K,Citigroup Inc.,27.89,0.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/c^k
C^N,Citigroup Inc.,27.63,0.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/c^n
CFG,"Citizens Financial Group, Inc.",31.68,13529675301.0,,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cfg
CIA,"Citizens, Inc.",6.19,312718750.5,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/cia
CIO,"City Office REIT, Inc.",7.51,325912348.7,,2014.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cio
CVEO,Civeo Corporation,0.92,156935459.3,,2014.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/cveo
CCC,Clarivate Plc,26.77,16221461153.0,,2019.0,Technology,EDP Services,https://old.nasdaq.com/symbol/ccc
CLH,"Clean Harbors, Inc.",72.55,4008118920.0,,,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/clh
CCO,"Clear Channel Outdoor Holdings, Inc.",1.28,598113205.8,,2005.0,Consumer Services,Advertising,https://old.nasdaq.com/symbol/cco
CLW,Clearwater Paper Corporation,34.69,574925903.7,,,Basic Industries,Paper,https://old.nasdaq.com/symbol/clw
CWEN,"Clearway Energy, Inc.",30.64,6178126734.0,,2015.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cwen
CLF,Cleveland-Cliffs Inc.,8.35,3333668086.0,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/clf
CLPR,Clipper Realty Inc.,5.72,101899923.8,,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/clpr
CLX,Clorox Company (The),202.59,25536455116.0,,,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/clx
CLDR,"Cloudera, Inc.",10.34,3231926526.0,,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cldr
NET,"Cloudflare, Inc.",65.46,20098118340.0,,2019.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/net
CMS,CMS Energy Corporation,67.01,19187272567.0,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cms
CMS^B,CMS Energy Corporation,111.38,0.0,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cms^b
CMSA,CMS Energy Corporation,27.32,0.0,,2018.0,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cmsa
CMSC,CMS Energy Corporation,27.63,0.0,,2018.0,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cmsc
CMSD,CMS Energy Corporation,27.85,0.0,,2019.0,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cmsd
CNA,CNA Financial Corporation,34.71,9419901013.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cna
CNF,CNFinance Holdings Limited,3.1098,213276807.4,,2018.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/cnf
CNHI,CNH Industrial N.V.,9.81,13256264733.0,,2013.0,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/cnhi
CNO,"CNO Financial Group, Inc.",20.4,2835294102.0,,,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/cno
CEO,CNOOC Limited,112.58,50264105852.0,,2001.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ceo
CNX,CNX Resources Corporation,9.95,2234059401.0,,1999.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cnx
KOF,Coca Cola Femsa S.A.B. de C.V.,44.8,9411728525.0,,1993.0,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/kof
KO,Coca-Cola Company (The),53.58,230000000000.0,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ko
CCEP,Coca-Cola European Partners plc,40.19,18268766119.0,,2016.0,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ccep
CDE,"Coeur Mining, Inc.",7.69,1874315329.0,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/cde
CNS,Cohen & Steers Inc,63.18,3019102106.0,,2004.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/cns
CRHC,Cohn Robbins Holdings Corp.,9.695,1003432500.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/crhc
CFX,Colfax Corporation,33.7,3992006932.0,,2008.0,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/cfx
CFXA,Colfax Corporation,144.63,0.0,,2019.0,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/cfxa
CL,Colgate-Palmolive Company,84.93,72799348817.0,,,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/cl
CLA,Colonnade Acquisition Corp.,9.65,241250000.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/cla
CLNY,"Colony Capital, Inc.",3.97,1915111846.0,,2014.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/clny
CLNC,"Colony Credit Real Estate, Inc.",6.75,867935013.8,,2018.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/clnc
CXP,"Columbia Property Trust, Inc.",12.36,1414787474.0,,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cxp
CCZ,Comcast Corporation,65.0,0.0,,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/ccz
CMA,Comerica Incorporated,50.16,6976647158.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cma
FIX,"Comfort Systems USA, Inc.",50.59,1841210453.0,,1997.0,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/fix
CMC,Commercial Metals Company,20.79,2486075664.0,,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/cmc
CBU,"Community Bank System, Inc.",63.56,3402875280.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cbu
CYH,"Community Health Systems, Inc.",8.6,1028740187.0,,2000.0,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/cyh
CHCT,Community Healthcare Trust Incorporated,48.48,1135886303.0,,2015.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/chct
CIG,Comp En De Mn Cemig ADS,2.14,3382562395.0,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cig
CBD,Companhia Brasileira de Distribuicao,12.25,3284378211.0,,2020.0,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/cbd
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,8.58,5864514676.0,,2002.0,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sbs
ELP,Companhia Paranaense de Energia (COPEL),12.32,3371441920.0,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elp
CCU,"Compania Cervecerias Unidas, S.A.",13.78,2545874788.0,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ccu
CODI,Compass Diversified ,18.94,1229206000.0,,2006.0,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/codi
CMP,"Compass Minerals International, Inc.",62.07,2107595416.0,,2003.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/cmp
CRK,"Comstock Resources, Inc.",4.85,1127243717.0,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/crk
CAG,"ConAgra Brands, Inc.",35.51,17347276772.0,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/cag
CXO,Concho Resources Inc.,51.15,10040982336.0,,2007.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cxo
CCM,Concord Medical Services Holdings Limited,2.25,97681495.5,,2009.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/ccm
CNMD,CONMED Corporation,95.17,2722014177.0,,1987.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/cnmd
COP,ConocoPhillips,35.28,37677530580.0,,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/cop
CCR,CONSOL Coal Resources LP,3.3,91377828.3,,2015.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/ccr
CEIX,CONSOL Energy Inc.,4.67,121589810.5,,2017.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/ceix
ED,Consolidated Edison Inc,81.72,27364663751.0,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ed
STZ,Constellation Brands Inc,194.53,37699970997.0,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/stz
CSTM,Constellium SE,11.23,1548864419.0,,2013.0,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/cstm
TCS,Container Store (The),10.04,507573183.9,,2013.0,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/tcs
CLR,"Continental Resources, Inc.",14.09,5146151047.0,,2007.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/clr
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",9.99,992794561.7,,2013.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/vlrs
CTRA,"Contura Energy, Inc.",8.31,152146443.8,,2018.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/ctra
CTB,Cooper Tire & Rubber Company,39.14,1971635346.0,,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/ctb
CPS,Cooper-Standard Holdings Inc.,32.84,554888481.8,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/cps
CTK,CooTek (Cayman) Inc.,4.72,291729639.4,,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/ctk
CPA,"Copa Holdings, S.A.",69.0,2921744556.0,,2005.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/cpa
CLB,Core Laboratories N.V.,18.0,800904528.0,,1995.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/clb
CXW,"CoreCivic, Inc.",6.58,787193141.3,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cxw
CLGX,"CoreLogic, Inc.",77.59,6034848402.0,,,Technology,EDP Services,https://old.nasdaq.com/symbol/clgx
CORR,"CorEnergy Infrastructure Trust, Inc.",4.65,63479572.65,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/corr
CPLG,CorePoint Lodging Inc.,5.66,329191458.1,,2018.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cplg
COR,CoreSite Realty Corporation,125.62,5372337152.0,,2010.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cor
CNR,"Cornerstone Building Brands, Inc.",8.3,1038307905.0,,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/cnr
GLW,Corning Incorporated,35.98,27489080843.0,,,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/glw
CAAP,Corporacion America Airports SA,2.62,419258326.4,,2018.0,Transportation,Aerospace,https://old.nasdaq.com/symbol/caap
GYC,Corporate Asset Backed Corp CABCO,24.3477,0.0,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gyc
OFC,Corporate Office Properties Trust,24.52,2750537081.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ofc
CTVA,"Corteva, Inc.",36.63,27289936080.0,,2019.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/ctva
CZZ,Cosan Limited,17.19,3971538837.0,,,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/czz
CMRE,Costamare Inc.,6.48,787284159.1,,2010.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/cmre
COTY,Coty Inc.,4.63,3546130408.0,,2013.0,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/coty
CUZ,Cousins Properties Incorporated,31.0,4605495036.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cuz
CVA,Covanta Holding Corporation,11.34,1496673329.0,,,Basic Industries,Electric Utilities: Central,https://old.nasdaq.com/symbol/cva
CPF,CPB Inc.,16.89,475956788.2,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cpf
CR,Crane Co.,60.99,3544009726.0,,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/cr
BAP,Credicorp Ltd.,119.42,9482545100.0,,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bap
CS,Credit Suisse Group,11.6,28092758165.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/cs
CPG,Crescent Point Energy Corporation,1.59,842757116.0,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,14.52,1067710369.0,,,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/ceqp
CRH,CRH PLC,39.94,31353677392.0,,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,7.9,47400000.0,,1992.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,15.58,589984156.7,,2012.0,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/capl
CCK,"Crown Holdings, Inc.",94.34,12713503212.0,,,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/cck
CRY,"CryoLife, Inc.",20.17,783754464.0,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/cry
CTS,CTS Corporation,31.57,1018699213.0,,,Technology,Electrical Products,https://old.nasdaq.com/symbol/cts
CUBE,CubeSmart,33.7,6580479129.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cube
CUB,Cubic Corporation,63.9,2001923611.0,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cub
CFR,"Cullen/Frost Bankers, Inc.",79.96,5025852297.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cfr
CULP,"Culp, Inc.",13.65,167865379.5,,,Basic Industries,Textiles,https://old.nasdaq.com/symbol/culp
CMI,Cummins Inc.,234.9,34766745877.0,,,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cmi
CURO,CURO Group Holdings Corp.,8.35,341390693.6,,2017.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/curo
CW,Curtiss-Wright Corporation,104.5,4336961717.0,,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cw
CWK,Cushman & Wakefield plc,13.89,3078434547.0,,2018.0,Finance,Real Estate,https://old.nasdaq.com/symbol/cwk
CUBB,"Customers Bancorp, Inc",25.09,0.0,,2019.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cubb
CUBI,"Customers Bancorp, Inc",16.53,522369670.8,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cubi
CVI,CVR Energy Inc.,13.13,1319966765.0,,2007.0,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",0.6987,77547994.04,,2011.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/uan
CVS,CVS Health Corporation,69.51,90982577246.0,,,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/cvs
CELP,"Cypress Environmental Partners, L.P. ",1.97,24052283.57,,2014.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/celp
DHI,"D.R. Horton, Inc.",72.85,26495731715.0,,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/dhi
DEH,D8 Holdings Corp.,9.65,416156250.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/deh
DAN,Dana Incorporated,16.12,2329198337.0,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/dan
DHR,Danaher Corporation,233.14,166000000000.0,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dhr
DAC,Danaos Corporation,12.13,278590365.0,,2006.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,221.87,3083275472.0,,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",107.08,13941809040.0,,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,49.0,7941355716.0,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/dar
MSP,Datto Holding Corp.,30.95,4876133503.0,,2020.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/msp
DVA,DaVita Inc.,106.32,11902894100.0,,,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/dva
DCP,DCP Midstream LP,14.38,2996094973.0,,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/dcp
DECK,Deckers Outdoor Corporation,253.62,7122679297.0,,1993.0,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/deck
DE,Deere & Company,249.35,78139998151.0,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/de
DKL,"Delek Logistics Partners, L.P.",27.16,1179646771.0,,2012.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",12.81,944426960.0,,2017.0,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/dk
DELL,Dell Technologies Inc.,64.88,48447012520.0,,2018.0,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/dell
DAL,"Delta Air Lines, Inc.",35.02,22333455221.0,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/dal
DLX,Deluxe Corporation,25.09,1051120159.0,,,Consumer Durables,Publishing,https://old.nasdaq.com/symbol/dlx
DEN,Denbury Inc.,17.9,894999982.1,,2020.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/den
DBI,Designer Brands Inc.,6.55,473721656.4,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/dbi
DESP,"Despegar.com, Corp.",9.64,674283672.0,,2017.0,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/desp
DB,Deutsche Bank AG,10.48,21635960000.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/db
DVN,Devon Energy Corporation,11.66,4459950000.0,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/dvn
DHX,"DHI Group, Inc.",1.85,97009016.1,,2007.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/dhx
DHT,"DHT Holdings, Inc.",5.41,924018954.5,,2005.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dht
DEO,Diageo plc,156.16,91304035284.0,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/deo
DSSI,Diamond S Shipping Inc.,6.47,261647919.3,,2019.0,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/dssi
DRH,Diamondrock Hospitality Company,6.3,1256968944.0,,2005.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/drh
DSX,Diana Shipping inc.,1.49,133019753.0,,2005.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dsx
DKS,Dick&#39;s Sporting Goods Inc,53.66,4781761940.0,,2002.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/dks
DBD,Diebold Nixdorf Incorporated,8.35,648614832.1,,,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/dbd
DMS,"Digital Media Solutions, Inc.",7.79,391305309.1,,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/dms
DLR,"Digital Realty Trust, Inc.",140.99,39500489151.0,,2004.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dlr
DDS,"Dillard&#39;s, Inc.",46.02,1029798330.0,,,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",24.5,0.0,,,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/ddt
DIN,"Dine Brands Global, Inc.",58.92,967392691.1,,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/din
DFS,Discover Financial Services,74.25,22757352651.0,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/dfs
DMYT,"dMY Technology Group, Inc.",11.16,320850000.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/dmyt
DMYD,"dMY Technology Group, Inc. II",10.17,350865000.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/dmyd
DLB,Dolby Laboratories,84.03,8452992892.0,,2005.0,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,213.57,53186126882.0,,2009.0,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/dg
D,"Dominion Energy, Inc.",85.68,69899380060.0,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/d
